 01 ; 2022-01-09 07:59:00 ;  02  ; 1 ;   03  ; Deltagarlista inläst största startnr: 100 ;  04  ; 2 ;  05  ; från fil: PreviusResult.txt ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; start_tavling ;  04  ; 5 ;  05  ; längd:10 km mellantid: 2 ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ;  Dålig vallning  0 ;  04  ; 5 ;  05  ; Jennifher Lopez incident ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Bill Gates ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Per-Albin Hanson ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Gunde Svan ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Luigi Mario ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Dolly Parton ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Darth Vader ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Anne Frank ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Agust Stringberg ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Christopher Lee ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; James Bond ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Anastasia Romanov ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Gudrun Schyman ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Princess Peach ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Mace Windu ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Padmé Amidala ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Kanibal Kocken ; 
 01 ; 2022-01-09 08:00:51 ;  02  ; 1 ;   03  ; Mellantid ;  04  ; 5 ;  05  ; Måns Lagerlöv ; 
